Species,Owner,Country.of.Origin,Altitude,Region,Harvest.Year,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Color,Expiration,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,"el equimite, cafetal biodinÃ¡mico",Mexico,1300,veracruz,2015,"September 21st, 2016",Typica,Washed / Wet,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.08,85.0,0.09,Green,"September 21st, 2017",1300.0,1300.0,1300.0
Arabica,simon mahinda,Kenya,-1,huila,2015,"May 7th, 2016",Caturra,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,7.83,85.0,0.11,Green,"May 7th, 2017",1.0,1.0,1.0
Arabica,rashid moledina & co. (msa) ltd.,Kenya,1580,central kenya,2012,"April 19th, 2013",SL34,Washed / Wet,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,7.83,85.0,0.0,Green,"April 19th, 2014",1580.0,1580.0,1580.0
Arabica,nucoffee,Brazil,1100m,grama valley,2012,"February 29th, 2012",Mundo Novo,Natural / Dry,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,8.0,85.0,0.12,Green,"February 28th, 2013",1100.0,1100.0,1100.0
Arabica,young kim,Mexico,1400 masl,mexico,2010-2011,"April 6th, 2011",Pacamara,Washed / Wet,7.92,8.17,7.75,8.08,7.42,7.83,10.0,10.0,10.0,7.83,85.0,0.0,Green,"April 5th, 2012",1400.0,1400.0,1400.0
Arabica,kona pacific farmers cooperative,United States (Hawaii),1100,kona,2012,"February 24th, 2011",Caturra,Washed / Wet,7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,7.83,85.0,0.0,Green,"February 24th, 2012",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,carl walker,Guatemala,3500-5200 feet,"chuva, san marcos",2009/2010,"September 7th, 2010",Caturra,Washed / Wet,7.83,8.08,7.67,8.0,7.75,7.67,10.0,10.0,10.0,8.0,85.0,0.04,Green,"September 7th, 2011",1066.8,1584.96,1325.88
Arabica,racafe & cia s.c.a,Colombia,1100,huila,2016,"November 25th, 2016",Caturra,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.92,0.0,Green,"November 25th, 2017",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,racafe & cia s.c.a,Colombia,de 1600 a 1950 msnm,huila,2015,"October 26th, 2015",Caturra,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,7.83,84.92,0.12,Green,"October 25th, 2016",1600.0,1950.0,1775.0
Arabica,"lin, che-hao krude æž—å“²è±ª",Taiwan,800 m,natou county,2015,"June 9th, 2015",Typica,Semi-washed / Semi-pulped,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,7.92,84.92,0.11,Green,"June 8th, 2016",800.0,800.0,800.0
Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",1620m,mbeya,2014,"December 12th, 2014",Other,Washed / Wet,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,84.92,0.12,Green,"December 12th, 2015",1620.0,1620.0,1620.0
Arabica,racafe & cia s.c.a,Colombia,de 1600 a 1950 msnm,huila,2012,"December 11th, 2012",Caturra,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,7.92,84.92,0.11,Green,"December 11th, 2013",1600.0,1950.0,1775.0
Arabica,artemio zapata tejeda,Mexico,1200,coatepec,2012,"July 11th, 2012",Typica,Semi-washed / Semi-pulped,7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,10.0,8.17,84.92,0.11,Green,"July 11th, 2013",1200.0,1200.0,1200.0
Arabica,nucoffee,Brazil,1200m,south of minas,2011,"December 23rd, 2011",Bourbon,Natural / Dry,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,7.75,84.92,0.11,Green,"December 22nd, 2012",1200.0,1200.0,1200.0
Arabica,nucoffee,Brazil,1000 m,south of minas,2011,"December 3rd, 2011",Catuai,Natural / Dry,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.92,84.92,0.12,Green,"December 2nd, 2012",1000.0,1000.0,1000.0
Arabica,brian speckman,Kenya,1100,huila,2009-2010,"August 26th, 2010",Caturra,Washed / Wet,8.0,7.67,7.83,8.17,7.92,7.75,10.0,10.0,10.0,7.58,84.92,0.06,Green,"August 26th, 2011",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,"lin, che-hao krude æž—å“²è±ª",Taiwan,350,"dongshan dist., tainan city è‡ºå—å¸‚æ±å±±å€",2016,"May 18th, 2016",Typica,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,8.0,84.83,0.0,Green,"May 18th, 2017",350.0,350.0,350.0
Arabica,kawacom uganda ltd,Uganda,1400-1900,eastern,2013,"June 30th, 2014",SL14,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,7.83,84.83,0.12,Green,"June 30th, 2015",1400.0,1900.0,1650.0
Arabica,kona pacific farmers cooperative,United States (Hawaii),1100,kona,2012,"April 6th, 2012",Hawaiian Kona,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,8.08,84.83,0.0,Green,"April 6th, 2013",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,ethiopia commodity exchange,Ethiopia,1500-2000 m,sidamo,2009/2010,"June 17th, 2010",Caturra,Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,8.0,84.83,0.1,Green,"June 17th, 2011",1500.0,2000.0,1750.0
Arabica,philip schluter,Ethiopia,1500-2000 m,sidamo,2009/2010,"June 17th, 2010",Caturra,Washed / Wet,7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,7.92,84.83,0.1,Green,"June 17th, 2011",1500.0,2000.0,1750.0
Arabica,æ¾æ¾¤å®æ¨¹ koju matsuzawa,Thailand,1100,thailand,2015,"June 27th, 2016",Caturra,Pulped natural / honey,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,8.0,84.75,0.12,Green,"June 27th, 2017",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,lydiah mwangi,Kenya,1800,nyeri,2014,"June 2nd, 2015",SL34,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,7.92,84.75,0.13,Green,"June 1st, 2016",1800.0,1800.0,1800.0
Arabica,cadexsa,Honduras,1450 msnm,marcala,2014,"April 25th, 2014",Catuai,Washed / Wet,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,8.17,84.75,0.11,Green,"April 25th, 2015",1450.0,1450.0,1450.0
Arabica,the coffee source inc.,El Salvador,1200 mts,santa ana,2010-2011,"August 23rd, 2011",Caturra,Washed / Wet,7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,7.75,84.75,0.15,Green,"August 22nd, 2012",1200.0,1200.0,1200.0
Arabica,grounds for health admin,Nicaragua,800-1050m,jinotega,2009 - 2010,"May 31st, 2010",Caturra,Washed / Wet,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,8.5,84.75,0.18,Green,"May 31st, 2011",800.0,1050.0,925.0
Arabica,consejo salvadoreÃ±o del cafÃ©,El Salvador,1350,apaneca,2016,"June 26th, 2017",Bourbon,Washed / Wet,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,8.0,84.67,0.0,Blue-Green,"June 26th, 2018",1350.0,1350.0,1350.0
Arabica,sanjava coffee,Indonesia,1200,"temanggung, indonesia",2016,"November 24th, 2016",Java,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.92,84.67,0.12,Green,"November 24th, 2017",1200.0,1200.0,1200.0
Arabica,æ¾æ¾¤å®æ¨¹ koju matsuzawa,Japan,170,ada okinawa japan,2012,"November 2nd, 2016",Mundo Novo,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,8.08,84.67,0.12,Green,"November 2nd, 2017",170.0,170.0,170.0
Arabica,rodrigo soto,Costa Rica,1150,tarrazu,2015,"October 4th, 2016",Catuai,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,7.92,84.67,0.1,Blue-Green,"October 4th, 2017",1150.0,1150.0,1150.0
Arabica,juan luis alvarado romero,Guatemala,1600,acatenango,2015,"June 1st, 2016",Bourbon,Washed / Wet,7.75,7.83,7.58,8.0,7.92,7.75,10.0,10.0,10.0,7.83,84.67,0.1,Green,"June 1st, 2017",1600.0,1600.0,1600.0
Arabica,fabian calderon mora,Costa Rica,1750,tarrazu,2014,"July 6th, 2015",Caturra,Washed / Wet,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,7.92,84.67,0.12,Green,"July 5th, 2016",1750.0,1750.0,1750.0
Arabica,essencecoffee,Ethiopia,1900m,yirgacheffe,2014,"May 23rd, 2015",Ethiopian Yirgacheffe,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,7.92,84.67,0.1,Green,"May 22nd, 2016",1900.0,1900.0,1900.0
Arabica,essencecoffee,Costa Rica,1750m,costa rica,2014,"May 23rd, 2015",Other,Other,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,7.67,84.67,0.08,Green,"May 22nd, 2016",1750.0,1750.0,1750.0
Arabica,eric thormaehlen,Costa Rica,1200,west valley,2014,"March 5th, 2014",Catuai,Washed / Wet,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,8.0,84.67,0.11,Green,"March 5th, 2015",1200.0,1200.0,1200.0
Arabica,rob tuttle,Costa Rica,1100,huila,2012,"January 3rd, 2014",Caturra,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,7.92,84.67,0.0,Green,"January 3rd, 2015",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,Taiwan,1000 m,taichung xinshe å°ä¸­å¸‚æ–°ç¤¾å€,2013/2014,"December 26th, 2013",Typica,Washed / Wet,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.67,0.11,Green,"December 26th, 2014",1000.0,1000.0,1000.0
Arabica,compaÃ±ia colombiana agroindustrial s.a,Colombia,1550,santander,2013,"December 20th, 2013",Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.92,84.67,0.0,Green,"December 20th, 2014",1550.0,1550.0,1550.0
Arabica,dream together,Kenya,2000,nyeri,2012,"September 16th, 2012",SL28,Washed / Wet,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,10.0,7.83,84.67,0.11,Bluish-Green,"September 16th, 2013",2000.0,2000.0,2000.0
Arabica,juan luis alvarado romero,Guatemala,4300,oriente,2012,"July 17th, 2012",Bourbon,Washed / Wet,8.0,7.83,7.67,7.83,7.67,8.0,10.0,10.0,10.0,7.67,84.67,0.11,Green,"July 17th, 2013",1310.64,1310.64,1310.64
Arabica,juan luis alvarado romero,Guatemala,5000,acatenango,2012,"July 3rd, 2012",Bourbon,Washed / Wet,7.67,7.83,7.67,8.0,7.67,7.83,10.0,10.0,10.0,8.0,84.67,0.12,Green,"July 3rd, 2013",1524.0,1524.0,1524.0
Arabica,organizaciones de productores de cafe colimense,Mexico,1200,el remudadero,2012,"July 2nd, 2012",Typica,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,7.92,84.67,0.13,Green,"July 2nd, 2013",1200.0,1200.0,1200.0
Arabica,afca,Uganda,1700-1850m,mbale,2012,"February 13th, 2012",Other,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,7.83,84.67,0.11,Blue-Green,"February 12th, 2013",1700.0,1850.0,1775.0
Arabica,benjamin schmerler,Peru,1100,"penachi, cecanor",2012,"June 14th, 2011",Caturra,Washed / Wet,7.67,7.83,7.75,7.75,7.92,7.83,10.0,10.0,10.0,7.92,84.67,0.0,Green,"June 13th, 2012",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,ethiopia commodity exchange,Ethiopia,1500-2000 m,sidamo,2009/2010,"June 17th, 2010",Caturra,Washed / Wet,7.42,7.75,7.75,8.0,8.0,7.92,10.0,10.0,10.0,7.83,84.67,0.2,Green,"June 17th, 2011",1500.0,2000.0,1750.0
Arabica,jungle estate,Kenya,1754,nyeri,2012,"January 11th, 2018",SL34,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,7.83,84.58,0.11,Blue-Green,"January 11th, 2019",1754.0,1754.0,1754.0
Arabica,racafe & cia s.c.a,Colombia,1500,santander,2016,"January 10th, 2017",Other,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10.0,10.0,10.0,8.08,84.58,0.0,Blue-Green,"January 10th, 2018",1500.0,1500.0,1500.0
Arabica,racafe & cia s.c.a,Colombia,1100,huila,2016,"December 28th, 2016",Caturra,Washed / Wet,7.92,7.83,7.58,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0.0,Green,"December 28th, 2017",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,daniel magu,Kenya,1800,nyeri,2013,"July 21st, 2014",Peaberry,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,7.92,84.58,0.1,Bluish-Green,"July 21st, 2015",1800.0,1800.0,1800.0
Arabica,juan luis alvarado romero,Guatemala,5000 ft.,jalapa,2014,"May 29th, 2014",Pacas,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,10.0,7.83,84.58,0.11,Green,"May 29th, 2015",1524.0,1524.0,1524.0
Arabica,juan luis alvarado romero,Guatemala,4000 psn,oriente,2014,"March 24th, 2014",Bourbon,Washed / Wet,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,8.17,84.58,0.09,Green,"March 24th, 2015",1219.2,1219.2,1219.2
Arabica,compaÃ±ia colombiana agroindustrial s.a,Colombia,1550,santander,2013,"December 20th, 2013",Caturra,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10.0,10.0,10.0,7.83,84.58,0.0,Green,"December 20th, 2014",1550.0,1550.0,1550.0
Arabica,racafe & cia s.c.a,Colombia,1600 a 1900 msnm,huila,2013,"December 6th, 2013",Caturra,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8.0,10.0,10.0,10.0,7.92,84.58,0.0,Green,"December 6th, 2014",1600.0,1900.0,1750.0
Arabica,taylor winch (coffee) ltd.,Kenya,1100,huila,2013,"August 30th, 2013",SL28,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10.0,10.0,10.0,7.75,84.58,0.0,Green,"August 30th, 2014",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,exportadora de cafe condor s.a,Colombia,1750 msnm,huila,2012,"July 17th, 2013",Caturra,Washed / Wet,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,10.0,7.75,84.58,0.0,Green,"July 17th, 2014",1750.0,1750.0,1750.0
Arabica,lusso lab,Costa Rica,1450 ~ 1700 m,tres rios,2012,"March 12th, 2013",Bourbon,Semi-washed / Semi-pulped,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0.12,Bluish-Green,"March 12th, 2014",1450.0,1700.0,1575.0
Arabica,exportadora de cafe condor s.a,Colombia,1800 msnm,huila,2012,"October 9th, 2012",Caturra,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,8.08,84.58,0.11,Green,"October 9th, 2013",1800.0,1800.0,1800.0
Arabica,nucoffee,Brazil,1300m,vale da grama,2011,"December 23rd, 2011",Bourbon,Semi-washed / Semi-pulped,8.0,8.0,7.75,7.75,7.58,7.75,10.0,10.0,10.0,7.75,84.58,0.12,Green,"December 22nd, 2012",1300.0,1300.0,1300.0
Arabica,nucoffee,Brazil,1100m,mountains of minas gerais,2011,"December 3rd, 2011",Catuai,Semi-washed / Semi-pulped,8.5,8.0,7.5,7.75,7.5,7.83,10.0,10.0,10.0,7.5,84.58,0.11,Blue-Green,"December 2nd, 2012",1100.0,1100.0,1100.0
Arabica,max gurdian,Costa Rica,1200,valle central,2017 / 2018,"November 28th, 2017",Caturra,Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,10.0,10.0,10.0,8.0,84.5,0.1,Bluish-Green,"November 28th, 2018",1200.0,1200.0,1200.0
Arabica,ecom japan limited,Uganda,1750,eastern uganda,2016,"March 14th, 2017",SL14,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.83,84.5,0.11,Green,"March 14th, 2018",1750.0,1750.0,1750.0
Arabica,yunnan coffee exchange,China,1680,yunnan,2015,"April 6th, 2016",Catimor,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10.0,10.0,10.0,7.92,84.5,0.1,Green,"April 6th, 2017",1680.0,1680.0,1680.0
Arabica,fabian calderon mora,Costa Rica,1700,tarrazu,2014,"July 6th, 2015",Caturra,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,7.92,84.5,0.11,Green,"July 5th, 2016",1700.0,1700.0,1700.0
Arabica,federacion nacional de cafeteros,Colombia,1800,cauca,2015/2016,"June 5th, 2015",Other,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,10.0,10.0,10.0,7.75,84.5,0.12,Green,"June 4th, 2016",1800.0,1800.0,1800.0
Arabica,eric wu,China,above 1100m,yunnan,2013,"June 16th, 2014",Other,Washed / Wet,7.67,8.0,7.75,7.83,7.75,7.58,10.0,10.0,10.0,7.92,84.5,0.0,Green,"June 16th, 2015",1100.0,1100.0,1100.0
Arabica,juan luis alvarado romero,Guatemala,4300,oriente,2013,"February 26th, 2013",Bourbon,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,10.0,7.5,84.5,0.11,Green,"February 26th, 2014",1310.64,1310.64,1310.64
Arabica,dream together,Kenya,2000 m,nyeri,2012,"September 16th, 2012",SL28,Washed / Wet,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,10.0,7.67,84.5,0.11,Blue-Green,"September 16th, 2013",2000.0,2000.0,2000.0
Arabica,maria imelda uscanga martinez,Mexico,1350,hustusco,2012,"July 11th, 2012",Typica,Washed / Wet,8.0,7.92,7.42,8.08,7.5,7.67,10.0,10.0,10.0,7.92,84.5,0.12,Green,"July 11th, 2013",1350.0,1350.0,1350.0
Arabica,alfredo bojalil,Mexico,1500,jaltenango,2012,"June 6th, 2012",Typica,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.67,84.5,0.11,Green,"June 6th, 2013",1500.0,1500.0,1500.0
Arabica,juan luis alvarado romero,Guatemala,1100,"el tumbador, san marcos",2012,"February 16th, 2012",Bourbon,Washed / Wet,7.67,8.0,7.67,8.0,7.5,7.83,10.0,10.0,10.0,7.83,84.5,0.11,Green,"February 15th, 2013",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,daniel friedlander,Brazil,mmm,mmm,mmm,"March 23rd, 2011",Caturra,Washed / Wet,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10.0,10.0,8.13,84.5,0.0,Green,"March 22nd, 2012",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,alexandra katona-carroll,Brazil,test,test,TEST,"March 22nd, 2011",Caturra,Washed / Wet,8.17,7.67,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.5,0.0,Green,"March 21st, 2012",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,max gurdian,Costa Rica,1300,tarrazu,2016,"March 23rd, 2017",Caturra,Washed / Wet,7.58,7.83,7.83,8.0,7.67,7.58,10.0,10.0,10.0,7.92,84.42,0.1,Blue-Green,"March 23rd, 2018",1300.0,1300.0,1300.0
Arabica,aulia arif syahri,Indonesia,1400,sumatra brastagi,2017,"March 14th, 2017",Mandheling,Other,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,8.0,84.42,0.0,Blue-Green,"March 14th, 2018",1400.0,1400.0,1400.0
Arabica,carcafe ltda ci,Colombia,1100,pitalito,2015/2016,"January 25th, 2016",Caturra,Natural / Dry,7.92,7.83,7.75,7.67,7.92,7.67,10.0,10.0,10.0,7.67,84.42,0.0,Green,"January 24th, 2017",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,racafe & cia s.c.a,Colombia,de 1600 a 1950 msnm,huila,2014,"July 9th, 2014",Caturra,Washed / Wet,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,10.0,7.75,84.42,0.0,Green,"July 9th, 2015",1600.0,1950.0,1775.0
Arabica,kao ming lee,Taiwan,1200m,"mountain ali, taiwan",2012,"July 10th, 2013",Typica,Washed / Wet,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.75,84.42,0.11,Blue-Green,"July 10th, 2014",1200.0,1200.0,1200.0
Arabica,kona pacific farmers cooperative,United States (Hawaii),1100,kona,2012,"January 21st, 2013",Hawaiian Kona,Natural / Dry,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,10.0,7.83,84.42,0.11,Blue-Green,"January 21st, 2014",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,maria amalia guadalupe toriello elorza,Mexico,900,tapachula,2012,"June 6th, 2012",Pacamara,Washed / Wet,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,10.0,7.83,84.42,0.12,Green,"June 6th, 2013",900.0,900.0,900.0
Arabica,ethiopia commodity exchange,Ethiopia,1100,limu,2009/2010,"June 17th, 2010",Caturra,Washed / Wet,7.5,7.75,7.83,7.92,7.92,7.75,10.0,10.0,10.0,7.75,84.42,0.2,Green,"June 17th, 2011",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,lydiah mwangi,Kenya,1800,nyeri,2017 / 2018,"August 3rd, 2017",SL28,Washed / Wet,7.33,7.58,7.83,7.75,7.75,7.92,10.0,10.0,10.0,8.17,84.33,0.11,Green,"August 3rd, 2018",1800.0,1800.0,1800.0
Arabica,bismarck castro,Honduras,1500,comayagua,2016,"May 11th, 2017",Caturra,Washed / Wet,7.92,8.0,7.75,7.67,7.67,7.75,10.0,10.0,10.0,7.58,84.33,0.1,Green,"May 11th, 2018",1500.0,1500.0,1500.0
Arabica,raÃºl vargas,Colombia,1100,huila,2016,"February 20th, 2017",Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.67,8.5,10.0,10.0,10.0,7.5,84.33,0.0,Green,"February 20th, 2018",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,bismarck castro,Honduras,1500,central region,2016,"April 4th, 2016",Catuai,Washed / Wet,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,10.0,7.83,84.33,0.11,Green,"April 4th, 2017",1500.0,1500.0,1500.0
Arabica,racafe & cia s.c.a,Colombia,1100,la plata,2016,"February 16th, 2016",Caturra,Washed / Wet,7.67,7.67,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.83,84.33,0.0,Green,"February 15th, 2017",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,carcafe ltda ci,Colombia,442 msnm,huila,2015,"April 29th, 2015",Caturra,Natural / Dry,7.75,7.67,8.0,7.67,8.08,7.83,10.0,10.0,10.0,7.33,84.33,0.11,Green,"April 28th, 2016",442.0,442.0,442.0
Arabica,exportadora de cafe condor s.a,Colombia,1800,huila,2013,"July 19th, 2013",Caturra,Washed / Wet,7.75,7.58,7.33,7.83,7.58,8.08,10.0,10.0,10.0,8.17,84.33,0.0,Green,"July 19th, 2014",1800.0,1800.0,1800.0
Arabica,victor hugo melchor cordova,Mexico,1700,tuxtla gutierrez,2012,"July 27th, 2012",Typica,Washed / Wet,8.0,7.75,7.75,7.83,7.5,7.67,10.0,10.0,10.0,7.83,84.33,0.12,Blue-Green,"July 27th, 2013",1700.0,1700.0,1700.0
Arabica,nucoffee,Brazil,1200m to 1350m,vale da grama,2011,"October 28th, 2011",Yellow Bourbon,Washed / Wet,8.17,8.0,7.5,7.75,7.5,7.67,10.0,10.0,10.0,7.75,84.33,0.0,Green,"October 27th, 2012",1200.0,1350.0,1275.0
Arabica,nucoffee,Brazil,900-1200m,south of minas,2011,"October 28th, 2011",Caturra,Washed / Wet,8.0,8.0,7.5,7.5,7.67,7.75,10.0,10.0,10.0,7.92,84.33,0.02,Green,"October 27th, 2012",900.0,1200.0,1050.0
Arabica,benjamin schmerler,Ethiopia,3600-6200 ft,limu,2012,"June 14th, 2011",Caturra,Washed / Wet,7.75,7.75,7.92,7.75,7.5,7.92,10.0,10.0,10.0,7.75,84.33,0.0,Green,"June 13th, 2012",1097.28,1889.76,1493.52
Arabica,the coffee source inc.,Guatemala,4400-4700 ft,nuevo oriente,December 2009-March 2010,"April 30th, 2010",Caturra,Washed / Wet,7.5,7.67,7.75,7.67,7.92,7.92,10.0,10.0,10.0,7.92,84.33,0.04,Green,"April 30th, 2011",1341.12,1432.56,1386.84
Arabica,"lin, che-hao krude æž—å“²è±ª",Taiwan,1000,åœ‹å§“é„‰ guoshing township,2016,"August 10th, 2017",Typica,Washed / Wet,7.92,7.75,7.75,7.67,7.67,7.83,10.0,10.0,10.0,7.67,84.25,0.12,Blue-Green,"August 10th, 2018",1000.0,1000.0,1000.0
Arabica,æ¾æ¾¤å®æ¨¹ koju matsuzawa,Thailand,1200,chiang rai thailand,2015,"November 2nd, 2016",Catimor,Natural / Dry,7.83,7.75,7.75,7.42,7.83,7.67,10.0,10.0,10.0,8.0,84.25,0.12,Green,"November 2nd, 2017",1200.0,1200.0,1200.0
Arabica,carcafe ltda ci,Colombia,2560,nariÃ±o,2016,"August 5th, 2016",Caturra,Natural / Dry,7.83,7.58,7.75,7.58,7.67,8.0,10.0,10.0,10.0,7.83,84.25,0.11,Green,"August 5th, 2017",2560.0,2560.0,2560.0
Arabica,juan luis alvarado romero,Guatemala,1500,antigua,2016,"May 23rd, 2016",Caturra,Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10.0,10.0,10.0,7.75,84.25,0.11,Green,"May 23rd, 2017",1500.0,1500.0,1500.0
Arabica,juan luis alvarado romero,Guatemala,3607,huehuetenango,2015,"April 6th, 2016",Caturra,Washed / Wet,7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,7.75,84.25,0.1,Green,"April 6th, 2017",1099.414,1099.414,1099.414
Arabica,yunnan coffee exchange,China,1400,yunnan,2015,"April 6th, 2016",Catimor,Natural / Dry,7.83,7.83,7.58,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.25,0.1,Green,"April 6th, 2017",1400.0,1400.0,1400.0
Arabica,racafe & cia s.c.a,Colombia,de 1600 a 1950 msnm,huila,2015,"November 19th, 2015",Caturra,Washed / Wet,7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,7.83,84.25,0.11,Green,"November 18th, 2016",1600.0,1950.0,1775.0
Arabica,racafe & cia s.c.a,Colombia,de 1600 a 1950 msnm,huila,2015,"October 26th, 2015",Caturra,Washed / Wet,7.83,7.67,7.75,7.58,7.92,7.75,10.0,10.0,10.0,7.75,84.25,0.12,Green,"October 25th, 2016",1600.0,1950.0,1775.0
